"","","","00","","ADD","Eb","","Gb","","Add"
"","","","DE","","FSUBP","","","ST","","Subtract and Pop"
"","","","DE","E9","FSUBP","","","","","Subtract and Pop"
"","","","DE","","FIDIV","","","Mwi","","Divide"
"","","","DE","","FDIVRP","","","ST","","Reverse Divide and Pop"
"","","","DE","F1","FDIVRP","","","","","Reverse Divide and Pop"
"","","","DE","","FIDIVR","","","Mwi","","Reverse Divide"
"","","","DE","","FDIVP","","","ST","","Divide and Pop"
"","","","DE","F9","FDIVP","","","","","Divide and Pop"
"","","","DF","","FILD","","","Mwi","","Load Integer"
"","","","DF","","FFREEP","","","","","Free Floating-Point Register and Pop"
"","","","DF","","FISTTP","Mwi","","","","Store Integer with Truncation and Pop"
"","","","DF","","FXCH7","","","","","Exchange Register Contents"
"","","","DF","","FXCH7","","","","","Exchange Register Contents"
"","","","DF","","FIST","Mwi","","","","Store Integer"
"","","","DF","","FSTP8","","","","","Store Floating Point Value and Pop"
"","","","DF","","FSTP8","","","","","Store Floating Point Value and Pop"
"","","","DF","","FISTP","Mwi","","","","Store Integer and Pop"
"","","","DF","","FSTP9","","","","","Store Floating Point Value and Pop"
"","","","DF","","FSTP9","","","","","Store Floating Point Value and Pop"
"","","","DF","","FBLD","","","Mbcd","","Load Binary Coded Decimal"
"","","","DF","E0","FNSTSW","AX","","","","Store x87 FPU Status Word"
"","9B","","DF","E0","FSTSW","AX","","","","Store x87 FPU Status Word"
"","","","DF","","FILD","","","Mqi","","Load Integer"
"","","","DF","","FUCOMIP","","","ST","","Unordered Compare Floating Point Values and Set EFLAGS and Pop"
"","","","DF","","FBSTP","Mbcd","","","","Store BCD Integer and Pop"
"","","","DF","","FCOMIP","","","ST","","Compare Floating Point Values and Set EFLAGS and Pop"
"","","","DF","","FISTP","Mqi","","","","Store Integer and Pop"
"","","","E0","","LOOPNZ","","","Jbs","","Decrement count; Jump short if count!=0 and ZF=0"
"","","","E1","","LOOPZ","","","Jbs","","Decrement count; Jump short if count!=0 and ZF=1"
"","","","E2","","LOOP","","","Jbs","","Decrement count; Jump short if count!=0"
"","","","E3","","JCXZ","","","Jbs","","Jump short if eCX register is 0"
"","","","E4","","IN","AL","","Ib","","Input from Port"
"","","","E5","","IN","eAX","","Ib","","Input from Port"
"","","","E6","","OUT","Ib","","AL","","Output to Port"
"","","","E7","","OUT","Ib","","eAX","","Output to Port"
"","","","E8","","CALL","","","Jvds","","Call Procedure"
"","","","E9","","JMP","","","Jvds","","Jump"
"","","","EA","","JMPF","","","Ap","","Jump"
"","","","EB","","JMP","","","Jbs","","Jump"
"","","","EC","","IN","AL","","DX","","Input from Port"
"","","","ED","","IN","eAX","","DX","","Input from Port"
"","","","EE","","OUT","DX","","AL","","Output to Port"
"","","","EF","","OUT","DX","","eAX","","Output to Port"
"","","","F1","","INT1","","","","","Call to Interrupt Procedure"
"","","","F4","","HLT","","","","","Halt"
"","","","F5","","CMC","","","","","Complement Carry Flag"
"","","","F6","","TEST","","","Eb","Ib","Logical Compare"
"","","","F6","","TEST","","","Eb","Ib","Logical Compare"
"","","","F6","","NOT","Eb","","","","One's Complement Negation"
"","","","F6","","NEG","Eb","","","","Two's Complement Negation"
"","","","F6","","MUL","","","","Eb","Unsigned Multiply"
"","","","F6","","IMUL","","","","Eb","Signed Multiply"
"","","","F6","","DIV","","","","Eb","Unsigned Divide"
"","","","F6","","IDIV","","","","Eb","Signed Divide"
"","","","F7","","TEST","","","Evqp","Ivqp","Logical Compare"
"","","","F7","","TEST","","","Evqp","Ivqp","Logical Compare"
"","","","F7","","NOT","Evqp","","","","One's Complement Negation"
"","","","F7","","NEG","Evqp","","","","Two's Complement Negation"
"","","","F7","","MUL","","","Evqp","","Unsigned Multiply"
"","","","F7","","IMUL","","","Evqp","","Signed Multiply"
"","","","F7","","DIV","","","Evqp","","Unsigned Divide"
"","","","F7","","IDIV","","","Evqp","","Signed Divide"
"","","","F8","","CLC","","","","","Clear Carry Flag"
"","","","F9","","STC","","","","","Set Carry Flag"
"","","","FA","","CLI","","","","","Clear Interrupt Flag"
"","","","FB","","STI","","","","","Set Interrupt Flag"
"","","","FC","","CLD","","","","","Clear Direction Flag"
"","","","FD","","STD","","","","","Set Direction Flag"
"","","","FE","","INC","Eb","","","","Increment by 1"
"","","","FE","","DEC","Eb","","","","Decrement by 1"
"","","","FF","","INC","Evqp","","","","Increment by 1"
"","","","FF","","DEC","Evqp","","","","Decrement by 1"
"","","","FF","","CALL","","","Ev","","Call Procedure"
"","","","FF","","CALLF","","","Mptp","","Call Procedure"
"","","","FF","","JMP","","","Ev","","Jump"
"","","","FF","","JMPF","","","Mptp","","Jump"
"","","","FF","","PUSH","","","Ev","","Push Word, Doubleword or Quadword Onto the Stack"
"","","OF","00","","SLDT","Mw","","","","Store Local Descriptor Table Register"
"","","OF","00","","STR","Mw","","","","Store Task Register"
"","","OF","00","","LLDT","","","Ew","","Load Local Descriptor Table Register"
"","","OF","00","","LTR","","","Ew","","Load Task Register"
"","","OF","00","","VERR","","","Ew","","Verify a Segment for Reading"
"","","OF","00","","VERW","","","Ew","","Verify a Segment for Writing"
"","","OF","00","","JMPE","","","","","Jump to IA-64 Instruction Set"
"","","OF","01","","SGDT","Ms","","","","Store Global Descriptor Table Register"
"","","OF","01","C1","VMCALL","","","","","Call to VM Monitor"
"","","OF","01","C2","VMLAUNCH","","","","","Launch Virtual Machine"
"","","OF","01","C3","VMRESUME","","","","","Resume Virtual Machine"
"","","OF","01","C4","VMXOFF","","","","","Leave VMX Operation"
"","","OF","01","","SIDT","Ms","","","","Store Interrupt Descriptor Table Register"
"","","OF","01","C8","MONITOR","","","","","Set Up Monitor Address"
"","","OF","01","C9","MWAIT","","","","","Monitor Wait"
"","","OF","01","","LGDT","","","Ms","","Load Global Descriptor Table Register"
"","","OF","01","D0","XGETBV","","","","","Get Value of Extended Control Register"
"","","OF","01","D1","XSETBV","","","","","Set Extended Control Register"
"","","OF","01","","LIDT","","","Ms","","Load Interrupt Descriptor Table Register"
"","","OF","01","","SMSW","Mw","","","","Store Machine Status Word"
"","","OF","01","","LMSW","","","Ew","","Load Machine Status Word"
"","","OF","01","","INVLPG","","","","","Invalidate TLB Entry"
"","","OF","01","F9","RDTSCP","","","","","Read Time-Stamp Counter and Processor ID"
"","","OF","02","","LAR","Gvqp","","Mw","","Load Access Rights Byte"
"","","OF","03","","LSL","Gvqp","","Mw","","Load Segment Limit"
"","","OF","05","","LOADALL","","","","","Load All of the CPU Registers"
"","","OF","06","","CLTS","","","","","Clear Task-Switched Flag in CR0"
"","","OF","07","","LOADALL","","","","","Load All of the CPU Registers"
"","","OF","08","","INVD","","","","","Invalidate Internal Caches"
"","","OF","09","","WBINVD","","","","","Write Back and Invalidate Cache"
"","","OF","0D","","NOP","","","Ev","","No Operation"
"","","OF","10","","MOVUPS","Vps","","Wps","","Move Unaligned Packed Single-FP Values"
"","F3","OF","10","","MOVSS","Vss","","Wss","","Move Scalar Single-FP Values"
"","66","OF","10","","MOVUPD","Vpd","","Wpd","","Move Unaligned Packed Double-FP Value"
"","F2","OF","10","","MOVSD","Vsd","","Wsd","","Move Scalar Double-FP Value"
"","","OF","11","","MOVUPS","Wps","","Vps","","Move Unaligned Packed Single-FP Values"
"","F3","OF","11","","MOVSS","Wss","","Vss","","Move Scalar Single-FP Values"
"","66","OF","11","","MOVUPD","Wpd","","Vpd","","Move Unaligned Packed Double-FP Values"
"","F2","OF","11","","MOVSD","Wsd","","Vsd","","Move Scalar Double-FP Value"
"","","OF","12","","MOVHLPS","Vq","","Uq","","Move Packed Single-FP Values High to Low"
"","","OF","12","","MOVLPS","Vq","","Mq","","Move Low Packed Single-FP Values"
"","66","OF","12","","MOVLPD","Vq","","Mq","","Move Low Packed Double-FP Value"
"","F2","OF","12","","MOVDDUP","Vq","","Wq","","Move One Double-FP and Duplicate"
"","F3","OF","12","","MOVSLDUP","Vq","","Wq","","Move Packed Single-FP Low and Duplicate"
"","","OF","13","","MOVLPS","Mq","","Vq","","Move Low Packed Single-FP Values"
"","66","OF","13","","MOVLPD","Mq","","Vq","","Move Low Packed Double-FP Value"
"","","OF","14","","UNPCKLPS","Vps","","Wq","","Unpack and Interleave Low Packed Single-FP Values"
"","66","OF","14","","UNPCKLPD","Vpd","","Wpd","","Unpack and Interleave Low Packed Double-FP Values"
"","","OF","15","","UNPCKHPS","Vps","","Wq","","Unpack and Interleave High Packed Single-FP Values"
"","66","OF","15","","UNPCKHPD","Vpd","","Wpd","","Unpack and Interleave High Packed Double-FP Values"
"","","OF","16","","MOVLHPS","Vq","","Uq","","Move Packed Single-FP Values Low to High"
"","","OF","16","","MOVHPS","Vq","","Mq","","Move High Packed Single-FP Values"
"","66","OF","16","","MOVHPD","Vq","","Mq","","Move High Packed Double-FP Value"
"","F3","OF","16","","MOVSHDUP","Vq","","Wq","","Move Packed Single-FP High and Duplicate"
"","","OF","17","","MOVHPS","Mq","","Vq","","Move High Packed Single-FP Values"
"","66","OF","17","","MOVHPD","Mq","","Vq","","Move High Packed Double-FP Value"
"","","OF","18","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","18","","PREFETCHNTA","","","Mb","","Prefetch Data Into Caches"
"","","OF","18","","PREFETCHT0","","","Mb","","Prefetch Data Into Caches"
"","","OF","18","","PREFETCHT1","","","Mb","","Prefetch Data Into Caches"
"","","OF","18","","PREFETCHT2","","","Mb","","Prefetch Data Into Caches"
"","","OF","18","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","18","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","18","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","18","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","19","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","1A","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","1B","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","1C","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","1D","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","1E","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","1F","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","1F","","NOP","","","Ev","","No Operation"
"","","OF","1F","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","1F","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","1F","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","1F","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","1F","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","1F","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","1F","","HINT_NOP","","","Ev","","Hintable NOP"
"","","OF","20","","MOV","Rd","","Cd","","Move to/from Control Registers"
"","","OF","20","","MOV","Hd","","Cd","","Move to/from Control Registers"
"","","OF","21","","MOV","Rd","","Dd","","Move to/from Debug Registers"
"","","OF","21","","MOV","Hd","","Dd","","Move to/from Debug Registers"
"","","OF","22","","MOV","Cd","","Rd","","Move to/from Control Registers"
"","","OF","22","","MOV","Cd","","Hd","","Move to/from Control Registers"
"","","OF","23","","MOV","Dd","","Rd","","Move to/from Debug Registers"
"","","OF","23","","MOV","Dq","","Hq","","Move to/from Debug Registers"
"","","OF","24","","MOV","Rd","","Td","","Move to/from Test Registers"
"","","OF","24","","MOV","Hd","","Td","","Move to/from Test Registers"
"","","OF","26","","MOV","Td","","Rd","","Move to/from Test Registers"
"","","OF","26","","MOV","Td","","Hd","","Move to/from Test Registers"
"","","OF","28","","MOVAPS","Vps","","Wps","","Move Aligned Packed Single-FP Values"
"","66","OF","28","","MOVAPD","Vpd","","Wpd","","Move Aligned Packed Double-FP Values"
"","","OF","29","","MOVAPS","Wps","","Vps","","Move Aligned Packed Single-FP Values"
"","66","OF","29","","MOVAPD","Wpd","","Vpd","","Move Aligned Packed Double-FP Values"
"","","OF","2A","","CVTPI2PS","Vps","","Qpi","","Convert Packed DW Integers to Single-FP Values"
"","F3","OF","2A","","CVTSI2SS","Vss","","Edqp","","Convert DW Integer to Scalar Single-FP Value"
"","66","OF","2A","","CVTPI2PD","Vpd","","Qpi","","Convert Packed DW Integers to Double-FP Values"
"","F2","OF","2A","","CVTSI2SD","Vsd","","Edqp","","Convert DW Integer to Scalar Double-FP Value"
"","","OF","2B","","MOVNTPS","Mps","","Vps","","Store Packed Single-FP Values Using Non-Temporal Hint"
"","66","OF","2B","","MOVNTPD","Mpd","","Vpd","","Store Packed Double-FP Values Using Non-Temporal Hint"
"","","OF","2C","","CVTTPS2PI","Ppi","","Wpsq","","Convert with Trunc. Packed Single-FP Values to DW Integers"
"","F3","OF","2C","","CVTTSS2SI","Gdqp","","Wss","","Convert with Trunc. Scalar Single-FP Value to DW Integer"
"","66","OF","2C","","CVTTPD2PI","Ppi","","Wpd","","Convert with Trunc. Packed Double-FP Values to DW Integers"
"","F2","OF","2C","","CVTTSD2SI","Gdqp","","Wsd","","Conv. with Trunc. Scalar Double-FP Value to Signed DW Int"
"","","OF","2D","","CVTPS2PI","Ppi","","Wpsq","","Convert Packed Single-FP Values to DW Integers"
"","F3","OF","2D","","CVTSS2SI","Gdqp","","Wss","","Convert Scalar Single-FP Value to DW Integer"
"","66","OF","2D","","CVTPD2PI","Ppi","","Wpd","","Convert Packed Double-FP Values to DW Integers"
"","F2","OF","2D","","CVTSD2SI","Gdqp","","Wsd","","Convert Scalar Double-FP Value to DW Integer"
"","","OF","2E","","UCOMISS","","","Vss","Wss","Unordered Compare Scalar Single-FP Values and Set EFLAGS"
"","66","OF","2E","","UCOMISD","","","Vsd","Wsd","Unordered Compare Scalar Double-FP Values and Set EFLAGS"
"","","OF","2F","","COMISS","","","Vss","Wss","Compare Scalar Ordered Single-FP Values and Set EFLAGS"
"","66","OF","2F","","COMISD","","","Vsd","Wsd","Compare Scalar Ordered Double-FP Values and Set EFLAGS"
"","","OF","30","","WRMSR","","","","","Write to Model Specific Register"
"","","OF","31","","RDTSC","","","","","Read Time-Stamp Counter"
"","","OF","32","","RDMSR","","","","","Read from Model Specific Register"
"","","OF","33","","RDPMC","","","","","Read Performance-Monitoring Counters"
"","","OF","34","","SYSENTER","","","","","Fast System Call"
"","","OF","35","","SYSEXIT","","","","","Fast Return from Fast System Call"
"","","OF","37","","GETSEC","","","","","GETSEC Leaf Functions"
"","","OF","38","00","PSHUFB","Pq","","Qq","","Packed Shuffle Bytes"
"","66","OF","38","00","PSHUFB","Vdq","","Wdq","","Packed Shuffle Bytes"
"","","OF","38","01","PHADDW","Pq","","Qq","","Packed Horizontal Add"
"","66","OF","38","01","PHADDW","Vdq","","Wdq","","Packed Horizontal Add"
"","","OF","38","02","PHADDD","Pq","","Qq","","Packed Horizontal Add"
"","66","OF","38","02","PHADDD","Vdq","","Wdq","","Packed Horizontal Add"
"","","OF","38","03","PHADDSW","Pq","","Qq","","Packed Horizontal Add and Saturate"
"","66","OF","38","03","PHADDSW","Vdq","","Wdq","","Packed Horizontal Add and Saturate"
"","","OF","38","04","PMADDUBSW","Pq","","Qq","","Multiply and Add Packed Signed and Unsigned Bytes"
"","66","OF","38","04","PMADDUBSW","Vdq","","Wdq","","Multiply and Add Packed Signed and Unsigned Bytes"
"","","OF","38","05","PHSUBW","Pq","","Qq","","Packed Horizontal Subtract"
"","66","OF","38","05","PHSUBW","Vdq","","Wdq","","Packed Horizontal Subtract"
"","","OF","38","06","PHSUBD","Pq","","Qq","","Packed Horizontal Subtract"
"","66","OF","38","06","PHSUBD","Vdq","","Wdq","","Packed Horizontal Subtract"
"","","OF","38","07","PHSUBSW","Pq","","Qq","","Packed Horizontal Subtract and Saturate"
"","66","OF","38","07","PHSUBSW","Vdq","","Wdq","","Packed Horizontal Subtract and Saturate"
"","","OF","38","08","PSIGNB","Pq","","Qq","","Packed SIGN"
"","66","OF","38","08","PSIGNB","Vdq","","Wdq","","Packed SIGN"
"","","OF","38","09","PSIGNW","Pq","","Qq","","Packed SIGN"
"","66","OF","38","09","PSIGNW","Vdq","","Wdq","","Packed SIGN"
"","","OF","38","0A","PSIGND","Pq","","Qq","","Packed SIGN"
"","66","OF","38","0A","PSIGND","Vdq","","Wdq","","Packed SIGN"
"","","OF","38","0B","PMULHRSW","Pq","","Qq","","Packed Multiply High with Round and Scale"
"","66","OF","38","0B","PMULHRSW","Vdq","","Wdq","","Packed Multiply High with Round and Scale"
"","66","OF","38","10","PBLENDVB","Vdq","","Wdq","","Variable Blend Packed Bytes"
"","66","OF","38","14","BLENDVPS","Vps","","Wps","","Variable Blend Packed Single-FP Values"
"","66","OF","38","15","BLENDVPD","Vpd","","Wpd","","Variable Blend Packed Double-FP Values"
"","66","OF","38","17","PTEST","","","Vdq","Wdq","Logical Compare"
"","","OF","38","1C","PABSB","Pq","","Qq","","Packed Absolute Value"
"","66","OF","38","1C","PABSB","Vdq","","Wdq","","Packed Absolute Value"
"","","OF","38","1D","PABSW","Pq","","Qq","","Packed Absolute Value"
"","66","OF","38","1D","PABSW","Vdq","","Wdq","","Packed Absolute Value"
"","","OF","38","1E","PABSD","Pq","","Qq","","Packed Absolute Value"
"","66","OF","38","1E","PABSD","Vdq","","Wdq","","Packed Absolute Value"
"","66","OF","38","20","PMOVSXBW","Vdq","","Mq","","Packed Move with Sign Extend"
"","66","OF","38","21","PMOVSXBD","Vdq","","Md","","Packed Move with Sign Extend"
"","66","OF","38","22","PMOVSXBQ","Vdq","","Mw","","Packed Move with Sign Extend"
"","66","OF","38","23","PMOVSXWD","Vdq","","Mq","","Packed Move with Sign Extend"
"","66","OF","38","24","PMOVSXWQ","Vdq","","Md","","Packed Move with Sign Extend"
"","66","OF","38","25","PMOVSXDQ","Vdq","","Mq","","Packed Move with Sign Extend"
"","66","OF","38","28","PMULDQ","Vdq","","Wdq","","Multiply Packed Signed Dword Integers"
"","66","OF","38","29","PCMPEQQ","Vdq","","Wdq","","Compare Packed Qword Data for Equal"
"","66","OF","38","2A","MOVNTDQA","Vdq","","Mdq","","Load Double Quadword Non-Temporal Aligned Hint"
"","66","OF","38","2B","PACKUSDW","Vdq","","Wdq","","Pack with Unsigned Saturation"
"","66","OF","38","30","PMOVZXBW","Vdq","","Mq","","Packed Move with Zero Extend"
"","66","OF","38","31","PMOVZXBD","Vdq","","Md","","Packed Move with Zero Extend"
"","66","OF","38","32","PMOVZXBQ","Vdq","","Mw","","Packed Move with Zero Extend"
"","66","OF","38","33","PMOVZXWD","Vdq","","Mq","","Packed Move with Zero Extend"
"","66","OF","38","34","PMOVZXWQ","Vdq","","Md","","Packed Move with Zero Extend"
"","66","OF","38","35","PMOVZXDQ","Vdq","","Mq","","Packed Move with Zero Extend"
"","66","OF","38","37","PCMPGTQ","Vdq","","Wdq","","Compare Packed Qword Data for Greater Than"
"","66","OF","38","38","PMINSB","Vdq","","Wdq","","Minimum of Packed Signed Byte Integers"
"","66","OF","38","39","PMINSD","Vdq","","Wdq","","Minimum of Packed Signed Dword Integers"
"","66","OF","38","3A","PMINUW","Vdq","","Wdq","","Minimum of Packed Unsigned Word Integers"
"","66","OF","38","3B","PMINUD","Vdq","","Wdq","","Minimum of Packed Unsigned Dword Integers"
"","66","OF","38","3C","PMAXSB","Vdq","","Wdq","","Maximum of Packed Signed Byte Integers"
"","66","OF","38","3D","PMAXSD","Vdq","","Wdq","","Maximum of Packed Signed Dword Integers"
"","66","OF","38","3E","PMAXUW","Vdq","","Wdq","","Maximum of Packed Unsigned Word Integers"
"","66","OF","38","3F","PMAXUD","Vdq","","Wdq","","Maximum of Packed Unsigned Dword Integers"
"","66","OF","38","40","PMULLD","Vdq","","Wdq","","Multiply Packed Signed Dword Integers and Store Low Result"
"","66","OF","38","41","PHMINPOSUW","Vdq","","Wdq","","Packed Horizontal Word Minimum"
"","66","OF","38","80","INVEPT","","","Gd","Mdq","Invalidate Translations Derived from EPT"
"","66","OF","38","81","INVVPID","","","Gd","Mdq","Invalidate Translations Based on VPID"
"","","OF","38","F0","MOVBE","Gvqp","","Mvqp","","Move Data After Swapping Bytes"
"","F2","OF","38","F0","CRC32","Gdqp","","Eb","","Accumulate CRC32 Value"
"","","OF","38","F1","MOVBE","Mvqp","","Gvqp","","Move Data After Swapping Bytes"
"","F2","OF","38","F1","CRC32","Gdqp","","Evqp","","Accumulate CRC32 Value"
"","66","OF","3A","08","ROUNDPS","Vps","","Wps","Ib","Round Packed Single-FP Values"
"","66","OF","3A","09","ROUNDPD","Vps","","Wpd","Ib","Round Packed Double-FP Values"
"","66","OF","3A","0A","ROUNDSS","Vss","","Wss","Ib","Round Scalar Single-FP Values"
"","66","OF","3A","0B","ROUNDSD","Vsd","","Wsd","Ib","Round Scalar Double-FP Values"
"","66","OF","3A","0C","BLENDPS","Vps","","Wps","Ib","Blend Packed Single-FP Values"
"","66","OF","3A","0D","BLENDPD","Vpd","","Wpd","Ib","Blend Packed Double-FP Values"
"","66","OF","3A","0E","PBLENDW","Vdq","","Wdq","Ib","Blend Packed Words"
"","","OF","3A","0F","PALIGNR","Pq","","Qq","","Packed Align Right"
"","66","OF","3A","0F","PALIGNR","Vdq","","Wdq","","Packed Align Right"
"","66","OF","3A","14","PEXTRB","Mb","","Vdq","Ib","Extract Byte"
"","66","OF","3A","15","PEXTRW","Mw","","Vdq","Ib","Extract Word"
"","66","OF","3A","16","PEXTRD","Ed","","Vdq","Ib","Extract Dword/Qword"
"","66","OF","3A","17","EXTRACTPS","Ed","","Vdq","Ib","Extract Packed Single-FP Value"
"","66","OF","3A","20","PINSRB","Vdq","","Mb","Ib","Insert Byte"
"","66","OF","3A","21","INSERTPS","Vps","","Ups","Ib","Insert Packed Single-FP Value"
"","66","OF","3A","22","PINSRD","Vdq","","Ed","Ib","Insert Dword/Qword"
"","66","OF","3A","40","DPPS","Vps","","Wps","","Dot Product of Packed Single-FP Values"
"","66","OF","3A","41","DPPD","Vpd","","Wpd","","Dot Product of Packed Double-FP Values"
"","66","OF","3A","42","MPSADBW","Vdq","","Wdq","Ib","Compute Multiple Packed Sums of Absolute Difference"
"","66","OF","3A","60","PCMPESTRM","","","Vdq","Wdq","Packed Compare Explicit Length Strings, Return Mask"
"","66","OF","3A","61","PCMPESTRI","","","Vdq","Wdq","Packed Compare Explicit Length Strings, Return Index"
"","66","OF","3A","62","PCMPISTRM","","","Vdq","Wdq","Packed Compare Implicit Length Strings, Return Mask"
"","66","OF","3A","63","PCMPISTRI","","","Vdq","Wdq","Packed Compare Implicit Length Strings, Return Index"
"","","OF","40","","CMOVO","Gvqp","","Evqp","","Conditional Move - overflow (OF=1)"
"","","OF","41","","CMOVNO","Gvqp","","Evqp","","Conditional Move - not overflow (OF=0)"
"","","OF","42","","CMOVB","Gvqp","","Evqp","","Conditional Move - below/not above or equal/carry (CF=1)"
"","","OF","43","","CMOVNB","Gvqp","","Evqp","","Conditional Move - not below/above or equal/not carry (CF=0)"
"","","OF","44","","CMOVZ","Gvqp","","Evqp","","Conditional Move - zero/equal (ZF=0)"
"","","OF","45","","CMOVNZ","Gvqp","","Evqp","","Conditional Move - not zero/not equal (ZF=1)"
"","","OF","46","","CMOVBE","Gvqp","","Evqp","","Conditional Move - below or equal/not above (CF=1 AND ZF=1)"
"","","OF","47","","CMOVNBE","Gvqp","","Evqp","","Conditional Move - not below or equal/above (CF=0 AND ZF=0)"
"","","OF","48","","CMOVS","Gvqp","","Evqp","","Conditional Move - sign (SF=1)"
"","","OF","49","","CMOVNS","Gvqp","","Evqp","","Conditional Move - not sign (SF=0)"
"","","OF","4A","","CMOVP","Gvqp","","Evqp","","Conditional Move - parity/parity even (PF=1)"
"","","OF","4B","","CMOVNP","Gvqp","","Evqp","","Conditional Move - not parity/parity odd"
"","","OF","4C","","CMOVL","Gvqp","","Evqp","","Conditional Move - less/not greater (SF!=OF)"
"","","OF","4D","","CMOVNL","Gvqp","","Evqp","","Conditional Move - not less/greater or equal (SF=OF)"
"","","OF","4E","","CMOVLE","Gvqp","","Evqp","","Conditional Move - less or equal/not greater ((ZF=1) OR (SF!=OF))"
"","","OF","4F","","CMOVNLE","Gvqp","","Evqp","","Conditional Move - not less nor equal/greater ((ZF=0) AND (SF=OF))"
"","","OF","50","","MOVMSKPS","Gdqp","","Ups","","Extract Packed Single-FP Sign Mask"
"","66","OF","50","","MOVMSKPD","Gdqp","","Upd","","Extract Packed Double-FP Sign Mask"
"","","OF","51","","SQRTPS","Vps","","Wps","","Compute Square Roots of Packed Single-FP Values"
"","F3","OF","51","","SQRTSS","Vss","","Wss","","Compute Square Root of Scalar Single-FP Value"
"","66","OF","51","","SQRTPD","Vpd","","Wpd","","Compute Square Roots of Packed Double-FP Values"
"","F2","OF","51","","SQRTSD","Vsd","","Wsd","","Compute Square Root of Scalar Double-FP Value"
"","","OF","52","","RSQRTPS","Vps","","Wps","","Compute Recipr. of Square Roots of Packed Single-FP Values"
"","F3","OF","52","","RSQRTSS","Vss","","Wss","","Compute Recipr. of Square Root of Scalar Single-FP Value"
"","","OF","53","","RCPPS","Vps","","Wps","","Compute Reciprocals of Packed Single-FP Values"
"","F3","OF","53","","RCPSS","Vss","","Wss","","Compute Reciprocal of Scalar Single-FP Values"
